MAPPED_TRAIT,MAPPED_TRAIT_URI,MAPPED_TRAIT_DESCRIPTION
level of folate receptor gamma in blood serum,http://purl.obolibrary.org/obo/OBA_2041603,Ontology not covered
level of folate receptor gamma in blood serum,http://purl.obolibrary.org/obo/OBA_2041603,Ontology not covered
level of folate receptor gamma in blood serum,http://purl.obolibrary.org/obo/OBA_2041603,Ontology not covered
level of folate receptor gamma in blood serum,http://purl.obolibrary.org/obo/OBA_2041603,Ontology not covered
level of folate receptor gamma in blood serum,http://purl.obolibrary.org/obo/OBA_2041603,Ontology not covered
level of tissue alpha-L-fucosidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041631,Ontology not covered
level of tissue alpha-L-fucosidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041631,Ontology not covered
level of tissue alpha-L-fucosidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041631,Ontology not covered
level of tissue alpha-L-fucosidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041631,Ontology not covered
level of tissue alpha-L-fucosidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041631,Ontology not covered
level of tissue alpha-L-fucosidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041631,Ontology not covered
level of tissue alpha-L-fucosidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041631,Ontology not covered
level of tissue alpha-L-fucosidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041631,Ontology not covered
"level of frataxin, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041637,Ontology not covered
"level of frataxin, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041637,Ontology not covered
"level of frataxin, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041637,Ontology not covered
"level of frataxin, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041637,Ontology not covered
"level of frataxin, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041637,Ontology not covered
"level of frataxin, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041637,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
level of gamma-aminobutyric acid receptor-associated protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041647,Ontology not covered
"level of frataxin, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041637,Ontology not covered
"level of frataxin, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041637,Ontology not covered
level of regulator of G-protein signaling 10 in blood serum,http://purl.obolibrary.org/obo/OBA_2043253,Ontology not covered
level of regulator of G-protein signaling 10 in blood serum,http://purl.obolibrary.org/obo/OBA_2043253,Ontology not covered
level of regulator of G-protein signaling 10 in blood serum,http://purl.obolibrary.org/obo/OBA_2043253,Ontology not covered
level of regulator of G-protein signaling 10 in blood serum,http://purl.obolibrary.org/obo/OBA_2043253,Ontology not covered
level of Rho-related GTP-binding protein RhoC in blood serum,http://purl.obolibrary.org/obo/OBA_2043265,Ontology not covered
level of Rho-related GTP-binding protein RhoC in blood serum,http://purl.obolibrary.org/obo/OBA_2043265,Ontology not covered
level of Rho-related GTP-binding protein RhoC in blood serum,http://purl.obolibrary.org/obo/OBA_2043265,Ontology not covered
level of Rho-related GTP-binding protein RhoC in blood serum,http://purl.obolibrary.org/obo/OBA_2043265,Ontology not covered
level of Rho-related GTP-binding protein RhoC in blood serum,http://purl.obolibrary.org/obo/OBA_2043265,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of 2-iminobutanoate/2-iminopropanoate deaminase in blood serum,http://purl.obolibrary.org/obo/OBA_2041928,Ontology not covered
level of Rab-interacting lysosomal protein in blood serum,http://purl.obolibrary.org/obo/OBA_2043273,Ontology not covered
level of Rab-interacting lysosomal protein in blood serum,http://purl.obolibrary.org/obo/OBA_2043273,Ontology not covered
level of Rab-interacting lysosomal protein in blood serum,http://purl.obolibrary.org/obo/OBA_2043273,Ontology not covered
level of Rab-interacting lysosomal protein in blood serum,http://purl.obolibrary.org/obo/OBA_2043273,Ontology not covered
level of Rab-interacting lysosomal protein in blood serum,http://purl.obolibrary.org/obo/OBA_2043273,Ontology not covered
level of Rab-interacting lysosomal protein in blood serum,http://purl.obolibrary.org/obo/OBA_2043273,Ontology not covered
level of Rab-interacting lysosomal protein in blood serum,http://purl.obolibrary.org/obo/OBA_2043273,Ontology not covered
level of Rab-interacting lysosomal protein in blood serum,http://purl.obolibrary.org/obo/OBA_2043273,Ontology not covered
level of Rab-interacting lysosomal protein in blood serum,http://purl.obolibrary.org/obo/OBA_2043273,Ontology not covered
level of RILP-like protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2043275,Ontology not covered
level of RILP-like protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2043275,Ontology not covered
level of RILP-like protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2043275,Ontology not covered
level of regulator of G-protein signaling 10 in blood serum,http://purl.obolibrary.org/obo/OBA_2043253,Ontology not covered
level of regulator of G-protein signaling 10 in blood serum,http://purl.obolibrary.org/obo/OBA_2043253,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043305,Ontology not covered
level of roundabout homolog 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2043306,Ontology not covered
level of roundabout homolog 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2043306,Ontology not covered
level of roundabout homolog 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2043306,Ontology not covered
level of roundabout homolog 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2043306,Ontology not covered
level of roundabout homolog 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2043306,Ontology not covered
level of roundabout homolog 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2043306,Ontology not covered
level of thialysine N-epsilon-acetyltransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2043386,Ontology not covered
level of thialysine N-epsilon-acetyltransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2043386,Ontology not covered
level of thialysine N-epsilon-acetyltransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2043386,Ontology not covered
level of thialysine N-epsilon-acetyltransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2043386,Ontology not covered
level of thialysine N-epsilon-acetyltransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2043386,Ontology not covered
level of thialysine N-epsilon-acetyltransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2043386,Ontology not covered
level of thialysine N-epsilon-acetyltransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2043386,Ontology not covered
level of protein S100-P in blood serum,http://purl.obolibrary.org/obo/OBA_2043371,Ontology not covered
level of protein S100-P in blood serum,http://purl.obolibrary.org/obo/OBA_2043371,Ontology not covered
level of protein S100-P in blood serum,http://purl.obolibrary.org/obo/OBA_2043371,Ontology not covered
level of protein S100-P in blood serum,http://purl.obolibrary.org/obo/OBA_2043371,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of polypeptide N-acetylgalactosaminyltransferase 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2041665,Ontology not covered
level of FAD-linked sulfhydryl oxidase ALR in blood serum,http://purl.obolibrary.org/obo/OBA_2041704,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of glutathione hydrolase 5 proenzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2041713,Ontology not covered
level of growth hormone variant in blood serum,http://purl.obolibrary.org/obo/OBA_2041714,Ontology not covered
level of growth hormone variant in blood serum,http://purl.obolibrary.org/obo/OBA_2041714,Ontology not covered
level of gamma-glutamylcyclotransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2041709,Ontology not covered
level of gamma-glutamylcyclotransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2041709,Ontology not covered
level of gamma-glutamylcyclotransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2041709,Ontology not covered
level of gamma-glutamylcyclotransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2041709,Ontology not covered
level of gamma-glutamylcyclotransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2041709,Ontology not covered
level of gamma-glutamylcyclotransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2041709,Ontology not covered
level of gamma-glutamylcyclotransferase in blood serum,http://purl.obolibrary.org/obo/OBA_2041709,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of neuronal-specific septin-3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043449,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of leukocyte elastase inhibitor in blood serum,http://purl.obolibrary.org/obo/OBA_2043458,Ontology not covered
level of leukocyte elastase inhibitor in blood serum,http://purl.obolibrary.org/obo/OBA_2043458,Ontology not covered
level of leukocyte elastase inhibitor in blood serum,http://purl.obolibrary.org/obo/OBA_2043458,Ontology not covered
level of leukocyte elastase inhibitor in blood serum,http://purl.obolibrary.org/obo/OBA_2043458,Ontology not covered
level of leukocyte elastase inhibitor in blood serum,http://purl.obolibrary.org/obo/OBA_2043458,Ontology not covered
level of serpin B5 in blood serum,http://purl.obolibrary.org/obo/OBA_2043462,Ontology not covered
level of serpin B6 in blood serum,http://purl.obolibrary.org/obo/OBA_2045008,Ontology not covered
level of serpin B6 in blood serum,http://purl.obolibrary.org/obo/OBA_2045008,Ontology not covered
level of serpin B6 in blood serum,http://purl.obolibrary.org/obo/OBA_2045008,Ontology not covered
level of serpin B6 in blood serum,http://purl.obolibrary.org/obo/OBA_2045008,Ontology not covered
level of serpin B8 in blood serum,http://purl.obolibrary.org/obo/OBA_2043463,Ontology not covered
level of serpin B8 in blood serum,http://purl.obolibrary.org/obo/OBA_2043463,Ontology not covered
level of serpin B8 in blood serum,http://purl.obolibrary.org/obo/OBA_2043463,Ontology not covered
level of serpin B8 in blood serum,http://purl.obolibrary.org/obo/OBA_2043463,Ontology not covered
level of serpin B8 in blood serum,http://purl.obolibrary.org/obo/OBA_2043463,Ontology not covered
level of serpin B8 in blood serum,http://purl.obolibrary.org/obo/OBA_2043463,Ontology not covered
level of serpin B8 in blood serum,http://purl.obolibrary.org/obo/OBA_2043463,Ontology not covered
level of serpin B9 in blood serum,http://purl.obolibrary.org/obo/OBA_2043464,Ontology not covered
level of serpin B9 in blood serum,http://purl.obolibrary.org/obo/OBA_2043464,Ontology not covered
level of serpin B9 in blood serum,http://purl.obolibrary.org/obo/OBA_2043464,Ontology not covered
level of serpin B9 in blood serum,http://purl.obolibrary.org/obo/OBA_2043464,Ontology not covered
level of serpin B9 in blood serum,http://purl.obolibrary.org/obo/OBA_2043464,Ontology not covered
level of serpin H1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043465,Ontology not covered
level of serpin H1 in blood serum,http://purl.obolibrary.org/obo/OBA_2043465,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of SH2B adapter protein 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043488,Ontology not covered
level of SH2B adapter protein 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043488,Ontology not covered
level of SH2B adapter protein 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043488,Ontology not covered
level of SH2B adapter protein 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043488,Ontology not covered
level of SH2B adapter protein 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043488,Ontology not covered
